"","sample_names[1]","Phylum","Class","Order","Family","Genus","Species","SUM"
"124","WHOI010_V9_S94_L001_380m_18S_taxonomy_2500_subsampled.NEW.csv","Stramenopiles","Pseudofungi","Pseudofungi_unclassified","Pseudofungi_unclassified","Pseudofungi_unclassified","Pseudofungi_unclassified",1
"125","WHOI010_V9_S94_L001_380m_18S_taxonomy_2500_subsampled.NEW.csv","Stramenopiles","Sagenista","Labyrinthulomycetes","Labyrinthulomycetes_X","Labyrinthulomycetes_X_LAB14","Labyrinthulomycetes_X_LAB14_X",3
"126","WHOI010_V9_S94_L001_380m_18S_taxonomy_2500_subsampled.NEW.csv","Stramenopiles","Sagenista","Labyrinthulomycetes","Labyrinthulomycetes_X","Labyrinthulomycetes_X_LAB15","Labyrinthulomycetes_X_LAB15_X",2
"127","WHOI010_V9_S94_L001_380m_18S_taxonomy_2500_subsampled.NEW.csv","Stramenopiles","Sagenista","Labyrinthulomycetes","Labyrinthulomycetes_X","Labyrinthulomycetes_X_LAB4","Labyrinthulomycetes_X_LAB4_X",1
"128","WHOI010_V9_S94_L001_380m_18S_taxonomy_2500_subsampled.NEW.csv","Stramenopiles","Sagenista","MAST-11","MAST-11_X","MAST-11_XX","MAST-11_XXX",6
"129","WHOI010_V9_S94_L001_380m_18S_taxonomy_2500_subsampled.NEW.csv","Stramenopiles","Sagenista","MAST-4","MAST-4_unclassified","MAST-4_unclassified","MAST-4_unclassified",1
"130","WHOI010_V9_S94_L001_380m_18S_taxonomy_2500_subsampled.NEW.csv","Stramenopiles","Sagenista","MAST-4","MAST-4A","MAST-4A_X","MAST-4A_XX",3
"131","WHOI010_V9_S94_L001_380m_18S_taxonomy_2500_subsampled.NEW.csv","Stramenopiles","Sagenista","MAST-4","MAST-4B","MAST-4B_X","MAST-4B_XX",5
"132","WHOI010_V9_S94_L001_380m_18S_taxonomy_2500_subsampled.NEW.csv","Stramenopiles","Sagenista","MAST-4","MAST-4C","MAST-4C_X","MAST-4C_XX",4
"133","WHOI010_V9_S94_L001_380m_18S_taxonomy_2500_subsampled.NEW.csv","Stramenopiles","Sagenista","MAST-7","MAST-7_unclassified","MAST-7_unclassified","MAST-7_unclassified",7
"134","WHOI010_V9_S94_L001_380m_18S_taxonomy_2500_subsampled.NEW.csv","Stramenopiles","Sagenista","MAST-7","MAST-7B","MAST-7B_X","MAST-7B_XX",3
"135","WHOI010_V9_S94_L001_380m_18S_taxonomy_2500_subsampled.NEW.csv","Stramenopiles","Sagenista","MAST-7","MAST-7D","MAST-7D_X","MAST-7D_XX",4
"136","WHOI010_V9_S94_L001_380m_18S_taxonomy_2500_subsampled.NEW.csv","Stramenopiles","Sagenista","MAST-8","MAST-8_unclassified","MAST-8_unclassified","MAST-8_unclassified",4
"137","WHOI010_V9_S94_L001_380m_18S_taxonomy_2500_subsampled.NEW.csv","Stramenopiles","Sagenista","MAST-8","MAST-8E","MAST-8E_X","MAST-8E_XX",1
"138","WHOI010_V9_S94_L001_380m_18S_taxonomy_2500_subsampled.NEW.csv","Stramenopiles","Stramenopiles_unclassified","Stramenopiles_unclassified","Stramenopiles_unclassified","Stramenopiles_unclassified","Stramenopiles_unclassified",91
"139","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Alveolata","Alveolata_unclassified","Alveolata_unclassified","Alveolata_unclassified","Alveolata_unclassified","Alveolata_unclassified",22
"140","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Alveolata","Ciliophora","Ciliophora_unclassified","Ciliophora_unclassified","Ciliophora_unclassified","Ciliophora_unclassified",15
"141","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Alveolata","Ciliophora","Spirotrichea","Hypotrichia","Holostichidae","Holostichidae_unclassified",1
"142","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Alveolata","Ciliophora","Spirotrichea","Spirotrichea_unclassified","Spirotrichea_unclassified","Spirotrichea_unclassified",77
"143","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Alveolata","Ciliophora","Spirotrichea","Strombidiida","Strombidiida_unclassified","Strombidiida_unclassified",70
"144","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Alveolata","Ciliophora","Spirotrichea","Strombidiida","Strombidiidae","Strombidiidae_unclassified",1
"145","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Alveolata","Ciliophora","Spirotrichea","Strombidiida","Strombidiidae_J","Strombidiidae_J_X",7
"146","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Alveolata","Ciliophora","Spirotrichea","Strombidiida","Strombidiidae_K","Strombidium_K",1
"147","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Alveolata","Ciliophora","Spirotrichea","Strombidiida","Tontoniidae_A","Spirotontonia",10
"148","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Alveolata","Ciliophora","Spirotrichea","Strombidiida","Tontoniidae_A","Tontoniidae_A_unclassified",2
"149","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Alveolata","Ciliophora","Spirotrichea","Strombidiida","Tontoniidae_B","Tontoniidae_B_unclassified",10
"150","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Alveolata","Ciliophora","Spirotrichea","Strombidiida","Tontoniidae_B","Tontoniidae_B_X",1
"151","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Alveolata","Ciliophora","Spirotrichea","Strombidiida_D","Strombidiida_D_X","Strombidiida_D_XX",2
"152","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Alveolata","Ciliophora","Spirotrichea","Strombidiida_F","Strombidiida_F_X","Strombidiida_F_XX",4
"153","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Alveolata","Ciliophora","Spirotrichea","Tintinnida","Eutintinnidae","Eutintinnus",3
"154","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Alveolata","Ciliophora","Spirotrichea","Tintinnida","Rhabdonellidae","Rhabdonellidae_unclassified",1
"155","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Alveolata","Ciliophora","Spirotrichea","Tintinnida","TIN_02","TIN_02_unclassified",2
"156","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Alveolata","Ciliophora","Spirotrichea","Tintinnida","Tintinnida_unclassified","Tintinnida_unclassified",14
"157","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Alveolata","Ciliophora","Spirotrichea","Tintinnida","Tintinnidae","Tintinnidae_unclassified",2
"158","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Alveolata","Dinoflagellata","Dinoflagellata_unclassified","Dinoflagellata_unclassified","Dinoflagellata_unclassified","Dinoflagellata_unclassified",10
"159","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Alveolata","Dinoflagellata","Dinophyceae","Dinophyceae_unclassified","Dinophyceae_unclassified","Dinophyceae_unclassified",201
"160","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Alveolata","Dinoflagellata","Dinophyceae","Gonyaulacales","Gonyaulacales_unclassified","Gonyaulacales_unclassified",1
"161","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gymnodiniaceae_unclassified",11
"162","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gymnodinium",7
"163","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gyrodinium",11
"164","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Lepidodinium",5
"165","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniales_unclassified","Gymnodiniales_unclassified",4
"166","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Kareniaceae","Kareniaceae_unclassified",6
"167","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Kareniaceae","Karlodinium",1
"168","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Amphidomataceae","Azadinium",1
"169","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Peridiniales_unclassified","Peridiniales_unclassified",7
"170","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Protoperidiniaceae","Protoperidinium",2
"171","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Thoracosphaeraceae","Scrippsiella",3
"172","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Thoracosphaeraceae","Thoracosphaeraceae_unclassified",1
"173","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Alveolata","Dinoflagellata","Dinophyceae","Prorocentrales","Prorocentraceae","Prorocentrum",1
"174","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-10-and-11","Dino-Group-II-Clade-10-and-11_X",1
"175","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Amoebozoa","Lobosa","Discosea-Flabellinia","Dactylopodida","Paramoebidae","Neoparamoeba",1
"176","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Archaeplastida","Archaeplastida_unclassified","Archaeplastida_unclassified","Archaeplastida_unclassified","Archaeplastida_unclassified","Archaeplastida_unclassified",10
"177","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Archaeplastida","Chlorophyta","Chlorophyta_unclassified","Chlorophyta_unclassified","Chlorophyta_unclassified","Chlorophyta_unclassified",238
"178","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Archaeplastida","Chlorophyta","Chloropicophyceae","Chloropicales","Chloropicaceae","Chloropicon",15
"179","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Bacteria_X","Bacteria_X_unclassified","Bacteria_X_unclassified","Bacteria_X_unclassified","Bacteria_X_unclassified","Bacteria_X_unclassified",1
"180","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Bacteria_X","Planctomycetes","Planctomycetacia","Planctomycetacia_unclassified","Planctomycetacia_unclassified","Planctomycetacia_unclassified",1
"181","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Bacteria_X","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified",1
"182","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Bacteria_X","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified",1
"183","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Bacteria_X","Proteobacteria","Alphaproteobacteria","SAR11_clade","Clade_I","Clade_I_unclassified",2
"184","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Bacteria_X","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Enterobacteriaceae_unclassified",1
"185","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Bacteria_X","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified",1
"186","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified",793
"187","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Excavata","Discoba","Diplonemea","Diplonemida","Eupelagonemidae","Eupelagonemidae_X",1
"188","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Excavata","Discoba","Discoba_unclassified","Discoba_unclassified","Discoba_unclassified","Discoba_unclassified",1
"189","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Hacrobia","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadales_unclassified","Cryptomonadales_unclassified",1
"190","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Hacrobia","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Teleaulax",2
"191","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Hacrobia","Haptophyta","Haptophyta_Clade_HAP3","Haptophyta_Clade_HAP3_X","Haptophyta_Clade_HAP3_XX","Haptophyta_Clade_HAP3_XXX",3
"192","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Hacrobia","Haptophyta","Haptophyta_unclassified","Haptophyta_unclassified","Haptophyta_unclassified","Haptophyta_unclassified",4
"193","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Hacrobia","Haptophyta","Prymnesiophyceae","Isochrysidales","Noelaerhabdaceae","Gephyrocapsa",15
"194","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Hacrobia","Haptophyta","Prymnesiophyceae","Phaeocystales","Phaeocystaceae","Phaeocystis",9
"195","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Hacrobia","Haptophyta","Prymnesiophyceae","Prymnesiales","Chrysochromulinaceae","Chrysochromulina",9
"196","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Hacrobia","Haptophyta","Prymnesiophyceae","Prymnesiales","Prymnesiaceae","Prymnesiaceae_unclassified",1
"197","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Hacrobia","Haptophyta","Prymnesiophyceae","Prymnesiales","Prymnesiaceae","Prymnesium",1
"198","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Hacrobia","Haptophyta","Prymnesiophyceae","Prymnesiales","Prymnesiales_unclassified","Prymnesiales_unclassified",1
"199","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Hacrobia","Haptophyta","Prymnesiophyceae","Prymnesiophyceae_Clade_D","Prymnesiophyceae_Clade_D_X","Prymnesiophyceae_Clade_D_XX",1
"200","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Hacrobia","Haptophyta","Prymnesiophyceae","Prymnesiophyceae_unclassified","Prymnesiophyceae_unclassified","Prymnesiophyceae_unclassified",24
"201","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Hacrobia","Haptophyta","Prymnesiophyceae","Prymnesiophyceae_X","Braarudosphaeraceae","Braarudosphaera",1
"202","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Hacrobia","Haptophyta","Rappephyceae","Pavlomulinales","Pavlomulinaceae","Pavlomulina",1
"203","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Hacrobia","Picozoa","Picozoa_X","Picozoa_XX","Picozoa_XXX","Picomonas",3
"204","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Hacrobia","Picozoa","Picozoa_X","Picozoa_XX","Picozoa_XXX","Picozoa_XXX_unclassified",1
"205","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Hacrobia","Telonemia","Telonemia_X","Telonemia_XX","Telonemia-Group-1","Telonema-Group-1",1
"206","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Hacrobia","Telonemia","Telonemia_X","Telonemia_XX","Telonemia-Group-2","Telonemia-Group-2_unclassified",2
"207","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Opisthokonta","Choanoflagellida","Choanoflagellatea","Acanthoecida","Stephanoecidae_Group_E","Stephanoecidae_Group_E_X",1
"208","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Opisthokonta","Choanoflagellida","Choanoflagellatea","Choanoflagellatea_unclassified","Choanoflagellatea_unclassified","Choanoflagellatea_unclassified",1
"209","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Opisthokonta","Metazoa","Arthropoda","Crustacea","Maxillopoda","Calocalanus",2
"210","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Opisthokonta","Metazoa","Arthropoda","Crustacea","Maxillopoda","Maxillopoda_unclassified",1
"211","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Opisthokonta","Metazoa","Metazoa_unclassified","Metazoa_unclassified","Metazoa_unclassified","Metazoa_unclassified",2
"212","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Opisthokonta","Metazoa","Urochordata","Urochordata_X","Appendicularia","Oikopleura",3
"213","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Opisthokonta","Opisthokonta_unclassified","Opisthokonta_unclassified","Opisthokonta_unclassified","Opisthokonta_unclassified","Opisthokonta_unclassified",18
"214","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Opisthokonta","Opisthokonta_X","Opisthokonta_XX","Opisthokonta_XXX","Opisthokonta_XXXX","Opisthokonta_XXXXX",1
"215","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Rhizaria","Cercozoa","Chlorarachniophyceae","Chlorarachniophyceae_X","NPK2-lineage","NPK2-lineage_X",2
"216","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Rhizaria","Radiolaria","Acantharea","Acantharea_2","Acantharea_2b","Acantharea_2b_X",1
"217","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Rhizaria","Radiolaria","Acantharea","Acantharea_4","Acantharea_4d","Acantharea_4d_X",1
"218","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Rhizaria","Radiolaria","Acantharea","Acantharea_D","Acantharea_D2","Acanthocolla",1
"219","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Rhizaria","Radiolaria","Acantharea","Acantharea_E","Acantharea_E_unclassified","Acantharea_E_unclassified",2
"220","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Rhizaria","Radiolaria","Acantharea","Acantharea_E","Acantharea_E1","Acantharea_E1_unclassified",1
"221","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Rhizaria","Radiolaria","Acantharea","Acantharea_E","Acantharea_E1","Lychnaspis_E1",5
"222","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Rhizaria","Radiolaria","Acantharea","Acantharea_E","Acantharea_E1","Phractopelta",1
"223","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Rhizaria","Radiolaria","Acantharea","Acantharea_E","Acantharea_E4","Acantharea_E4_unclassified",2
"224","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Rhizaria","Radiolaria","Acantharea","Acantharea_F","Acantharea_F2","Amphibelone",12
"225","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Rhizaria","Radiolaria","Acantharea","Acantharea_F","Acantharea_F3","Acantharea_F3_unclassified",5
"226","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Rhizaria","Radiolaria","Acantharea","Acantharea_F","Acantharea_F3","Dorataspis_F3",2
"227","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Rhizaria","Radiolaria","Acantharea","Acantharea_F","Acantharea_F3","Haliommatidium",1
"228","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Rhizaria","Radiolaria","Acantharea","Acantharea_unclassified","Acantharea_unclassified","Acantharea_unclassified",4
"229","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Rhizaria","Radiolaria","Polycystinea","Spumellaria","Astrosphaeridae","Astrosphaeridae_unclassified",4
"230","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Rhizaria","Radiolaria","Polycystinea","Spumellaria","Astrosphaeridae","Cladococcus",1
"231","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Rhizaria","Radiolaria","Polycystinea","Spumellaria","Spumellaria_unclassified","Spumellaria_unclassified",4
"232","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Rhizaria","Radiolaria","RAD-A","RAD-A_X","RAD-A_Xf","RAD-A_Xf_a",1
"233","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Rhizaria","Radiolaria","RAD-B","RAD-B_X","RAD-B_X_Group-IV_X","RAD-B_X_Group-IV_XX",1
"234","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Rhizaria","Radiolaria","RAD-B","RAD-B_X","RAD-B_X_Group-IVe","RAD-B_X_Group-IVe_X",10
"235","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Rhizaria","Radiolaria","RAD-B","RAD-B_X","RAD-B_X_unclassified","RAD-B_X_unclassified",13
"236","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Rhizaria","Radiolaria","RAD-C","RAD-C_X","RAD-C_Xb","RAD-C_Xb_X",1
"237","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Araphid-pennate","Araphid-pennate_unclassified",9
"238","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Bacillariophyta_X_unclassified","Bacillariophyta_X_unclassified",192
"239","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Bacteriastrum",1
"240","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Polar-centric-Mediophyceae_unclassified",15
"241","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Thalassiosira",13
"242","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Radial-centric-basal-Coscinodiscophyceae","Actinocyclus",5
"243","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_unclassified",36
"244","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_X_unclassified","Chrysophyceae_X_unclassified",1
"245","WHOI021_V9_S105_L001_40m_18S_taxonomy_2500_subsampled.NEW.csv","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X","Dictyochales","Dictyochales_unclassified",6
